0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
266.6094568554458,-0.8699108226431124,0.12140408348981488,0.057881160520009,-4.710272684146949,-0.007942185582555897,-0.010136206979008406,-0.1020404616530737,3.918047483440569,-0.35090617045913647,7.739518929209022,-3.666818295366463,0.1909075316238579,0.09910435882871564,-1.6856223005311521,4.381455938899271,2.3692688941508546
-1993.7633380658826,,,,,,,,,,,,,,,,
