0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
264.91048382066566,-0.8452858889638202,0.1287977369400514,0.06381711847692607,-4.794264496392467,-0.019142513117251198,0.09604355601015706,-0.0895347785912184,4.207509803681936,-0.46924877043229596,7.538237746213328,-3.4924331264318353,0.19984592667917672,0.06648451224782281,-1.602867221814039,5.148663762103417,2.075550333760637
-1979.4730882388242,,,,,,,,,,,,,,,,
