true_values,predicted_values,difference
7.15,7.375242881001469,0.22524288100146883
5.85,5.9864471722852475,0.13644717228524783
7.62,7.323299983028199,0.29670001697180126
6.24,6.70564196767923,0.46564196767922983
6.71,6.5227035587489475,0.1872964412510525
4.0,4.5542545520008355,0.5542545520008355
5.17,5.472443262953066,0.3024432629530658
7.07,6.48156231121147,0.5884376887885301
6.47,6.4576104529216245,0.012389547078375251
4.83,5.081500917679072,0.25150091767907234
7.35,7.858405971695432,0.5084059716954323
7.95,7.43555873901831,0.5144412609816902
6.13,5.705267465322925,0.4247325346770747
7.3,6.832110631320057,0.467889368679943
6.6,6.680045336389462,0.08004533638946221
6.47610799251537,6.773849522328102,0.2977415298127317
6.63,6.74111729239226,0.11111729239225987
6.03,6.6824345185656275,0.6524345185656273
6.83,6.924888857489363,0.09488885748936315
7.0,6.95321679411412,0.04678320588588036
4.93,5.25969208074326,0.3296920807432606
6.4,5.807480220560679,0.5925197794393213
4.51,4.93174397086374,0.4217439708637398
5.42,5.424560305306702,0.004560305306702261
5.61,6.957087324437383,1.3470873244373829
5.18,5.532747705632107,0.35274770563210733
5.67,5.778955980381204,0.10895598038120369
6.47610799251537,6.382194109562992,0.09391388295237846
6.84,7.591380306538344,0.7513803065383442
7.3,7.535376520842592,0.23537652084259175
6.26,6.861709164001335,0.6017091640013348
4.98,5.478586528220365,0.49858652822036476
6.16,6.063489826380291,0.09651017361970915
5.19,5.880642793635587,0.690642793635587
7.41,7.34408304041653,0.0659169595834701
6.36,6.357414212067637,0.002585787932363637
6.87,7.239533378869129,0.3695333788691286
6.52,6.610459433639888,0.09045943363988851
5.72,5.859357779421566,0.1393577794215659
6.55,6.745571934820791,0.1955719348207916
8.0,7.331520926508084,0.6684790734919162
4.94,5.396225231304964,0.4562252313049635
5.92,6.485054476820679,0.5650544768206789
6.47610799251537,6.473416022953574,0.0026919695617957373
6.91,6.475411509655158,0.4345884903448418
7.19,7.072216036214872,0.11778396378512834
7.27,7.193592580673799,0.07640741932620099
5.0,5.888816569124792,0.888816569124792
6.9,6.504864088471301,0.3951359115286994
5.81,7.030011758604979,1.2200117586049792
7.43,7.2446139675864085,0.1853860324135912
4.22,6.974195095426385,2.754195095426385
4.55,5.170957816789838,0.6209578167898382
6.87,6.9505119761583956,0.08051197615839545
4.94,5.412406629763019,0.47240662976301895
6.59,6.760419433671539,0.17041943367153944
7.67,7.40378583018357,0.26621416981643
3.54,4.397939750939169,0.8579397509391686
6.45,6.664550515476353,0.21455051547635318
7.08,7.094501435758157,0.014501435758156767
7.46,7.746032538212085,0.2860325382120852
4.24,5.721667994333092,1.4816679943330922
6.2,6.598829113113327,0.3988291131133268
7.25,7.154976626710107,0.09502337328989263
5.85,6.16662349198066,0.31662349198066053
7.18,7.290321537404396,0.11032153740439643
7.14,6.702689987838608,0.437310012161392
5.57,6.032572537949804,0.4625725379498036
6.24,6.284917026561776,0.044917026561775764
7.05,6.4403173334472825,0.6096826665527173
4.42,4.411500824420573,0.008499175579427032
6.56,6.417189364965404,0.14281063503459546
5.08,5.1789606437056745,0.09896064370567448
5.72,6.372971447934202,0.6529714479342026
4.78,6.284357309838371,1.5043573098383707
7.02,7.153960557826611,0.13396055782661165
6.13,5.763806755338805,0.3661932446611953
